PERIL_ID,COVERAGE_TYPE,LON1,LAT1,LON2,LAT2,LON3,LAT3,LON4,LAT4,AREA_PERIL_ID
WSS,1,-0.9176515,52.7339933,-0.9176515,52.74005981,-0.91158499,52.7339933,-0.91158499,52.74005981,101
WSS,3,-0.9176515,52.7339933,-0.9176515,52.74005981,-0.91158499,52.7339933,-0.91158499,52.74005981,101
WTC,3,-0.9176515,52.7339933,-0.9176515,52.74005981,-0.91158499,52.7339933,-0.91158499,52.74005981,1
WTC,1,-0.9176515,52.7339933,-0.9176515,52.74005981,-0.91158499,52.7339933,-0.91158499,52.74005981,1
WSS,1,-0.9176515,52.74005981,-0.9176515,52.74612632,-0.91158499,52.74005981,-0.91158499,52.74612632,111
WSS,3,-0.9176515,52.74005981,-0.9176515,52.74612632,-0.91158499,52.74005981,-0.91158499,52.74612632,111
WTC,1,-0.9176515,52.74005981,-0.9176515,52.74612632,-0.91158499,52.74005981,-0.91158499,52.74612632,11
WTC,3,-0.9176515,52.74005981,-0.9176515,52.74612632,-0.91158499,52.74005981,-0.91158499,52.74612632,11
WSS,1,-0.9176515,52.74612632,-0.9176515,52.75219283,-0.91158499,52.74612632,-0.91158499,52.75219283,121
WSS,3,-0.9176515,52.74612632,-0.9176515,52.75219283,-0.91158499,52.74612632,-0.91158499,52.75219283,121
WTC,1,-0.9176515,52.74612632,-0.9176515,52.75219283,-0.91158499,52.74612632,-0.91158499,52.75219283,21
WTC,3,-0.9176515,52.74612632,-0.9176515,52.75219283,-0.91158499,52.74612632,-0.91158499,52.75219283,21
WSS,1,-0.9176515,52.75219283,-0.9176515,52.75825934,-0.91158499,52.75219283,-0.91158499,52.75825934,131
WSS,3,-0.9176515,52.75219283,-0.9176515,52.75825934,-0.91158499,52.75219283,-0.91158499,52.75825934,131
WTC,1,-0.9176515,52.75219283,-0.9176515,52.75825934,-0.91158499,52.75219283,-0.91158499,52.75825934,31
WTC,3,-0.9176515,52.75219283,-0.9176515,52.75825934,-0.91158499,52.75219283,-0.91158499,52.75825934,31
WSS,1,-0.9176515,52.75825934,-0.9176515,52.76432585,-0.91158499,52.75825934,-0.91158499,52.76432585,141
WSS,3,-0.9176515,52.75825934,-0.9176515,52.76432585,-0.91158499,52.75825934,-0.91158499,52.76432585,141
WTC,1,-0.9176515,52.75825934,-0.9176515,52.76432585,-0.91158499,52.75825934,-0.91158499,52.76432585,41
WTC,3,-0.9176515,52.75825934,-0.9176515,52.76432585,-0.91158499,52.75825934,-0.91158499,52.76432585,41
WSS,1,-0.9176515,52.76432585,-0.9176515,52.77039236,-0.91158499,52.76432585,-0.91158499,52.77039236,151
WSS,3,-0.9176515,52.76432585,-0.9176515,52.77039236,-0.91158499,52.76432585,-0.91158499,52.77039236,151
WTC,1,-0.9176515,52.76432585,-0.9176515,52.77039236,-0.91158499,52.76432585,-0.91158499,52.77039236,51
WTC,3,-0.9176515,52.76432585,-0.9176515,52.77039236,-0.91158499,52.76432585,-0.91158499,52.77039236,51
WSS,1,-0.9176515,52.77039236,-0.9176515,52.77645887,-0.91158499,52.77039236,-0.91158499,52.77645887,161
WSS,3,-0.9176515,52.77039236,-0.9176515,52.77645887,-0.91158499,52.77039236,-0.91158499,52.77645887,161
WTC,1,-0.9176515,52.77039236,-0.9176515,52.77645887,-0.91158499,52.77039236,-0.91158499,52.77645887,61
WTC,3,-0.9176515,52.77039236,-0.9176515,52.77645887,-0.91158499,52.77039236,-0.91158499,52.77645887,61
WSS,1,-0.9176515,52.77645887,-0.9176515,52.78252538,-0.91158499,52.77645887,-0.91158499,52.78252538,171
WSS,3,-0.9176515,52.77645887,-0.9176515,52.78252538,-0.91158499,52.77645887,-0.91158499,52.78252538,171
WTC,1,-0.9176515,52.77645887,-0.9176515,52.78252538,-0.91158499,52.77645887,-0.91158499,52.78252538,71
WTC,3,-0.9176515,52.77645887,-0.9176515,52.78252538,-0.91158499,52.77645887,-0.91158499,52.78252538,71
WSS,1,-0.9176515,52.78252538,-0.9176515,52.78859189,-0.91158499,52.78252538,-0.91158499,52.78859189,181
WSS,3,-0.9176515,52.78252538,-0.9176515,52.78859189,-0.91158499,52.78252538,-0.91158499,52.78859189,181
WTC,1,-0.9176515,52.78252538,-0.9176515,52.78859189,-0.91158499,52.78252538,-0.91158499,52.78859189,81
WTC,3,-0.9176515,52.78252538,-0.9176515,52.78859189,-0.91158499,52.78252538,-0.91158499,52.78859189,81
WSS,1,-0.9176515,52.78859189,-0.9176515,52.7946584,-0.91158499,52.78859189,-0.91158499,52.7946584,191
WSS,3,-0.9176515,52.78859189,-0.9176515,52.7946584,-0.91158499,52.78859189,-0.91158499,52.7946584,191
WTC,1,-0.9176515,52.78859189,-0.9176515,52.7946584,-0.91158499,52.78859189,-0.91158499,52.7946584,91
WTC,3,-0.9176515,52.78859189,-0.9176515,52.7946584,-0.91158499,52.78859189,-0.91158499,52.7946584,91
WSS,1,-0.91158499,52.7339933,-0.91158499,52.74005981,-0.90551848,52.7339933,-0.90551848,52.74005981,102
WSS,3,-0.91158499,52.7339933,-0.91158499,52.74005981,-0.90551848,52.7339933,-0.90551848,52.74005981,102
WTC,3,-0.91158499,52.7339933,-0.91158499,52.74005981,-0.90551848,52.7339933,-0.90551848,52.74005981,2
WTC,1,-0.91158499,52.7339933,-0.91158499,52.74005981,-0.90551848,52.7339933,-0.90551848,52.74005981,2
WSS,1,-0.91158499,52.74005981,-0.91158499,52.74612632,-0.90551848,52.74005981,-0.90551848,52.74612632,112
WSS,3,-0.91158499,52.74005981,-0.91158499,52.74612632,-0.90551848,52.74005981,-0.90551848,52.74612632,112
WTC,1,-0.91158499,52.74005981,-0.91158499,52.74612632,-0.90551848,52.74005981,-0.90551848,52.74612632,12
WTC,3,-0.91158499,52.74005981,-0.91158499,52.74612632,-0.90551848,52.74005981,-0.90551848,52.74612632,12
WSS,1,-0.91158499,52.74612632,-0.91158499,52.75219283,-0.90551848,52.74612632,-0.90551848,52.75219283,122
WSS,3,-0.91158499,52.74612632,-0.91158499,52.75219283,-0.90551848,52.74612632,-0.90551848,52.75219283,122
WTC,1,-0.91158499,52.74612632,-0.91158499,52.75219283,-0.90551848,52.74612632,-0.90551848,52.75219283,22
WTC,3,-0.91158499,52.74612632,-0.91158499,52.75219283,-0.90551848,52.74612632,-0.90551848,52.75219283,22
WSS,1,-0.91158499,52.75219283,-0.91158499,52.75825934,-0.90551848,52.75219283,-0.90551848,52.75825934,132
WSS,3,-0.91158499,52.75219283,-0.91158499,52.75825934,-0.90551848,52.75219283,-0.90551848,52.75825934,132
WTC,1,-0.91158499,52.75219283,-0.91158499,52.75825934,-0.90551848,52.75219283,-0.90551848,52.75825934,32
WTC,3,-0.91158499,52.75219283,-0.91158499,52.75825934,-0.90551848,52.75219283,-0.90551848,52.75825934,32
WSS,1,-0.91158499,52.75825934,-0.91158499,52.76432585,-0.90551848,52.75825934,-0.90551848,52.76432585,142
