PERIL_ID,COVERAGE_TYPE,LON1,LAT1,LON2,LAT2,LON3,LAT3,LON4,LAT4,AREA_PERIL_ID
WTC,1,-0.9176515,52.7339933,-0.9176515,52.74005981,-0.91158499,52.7339933,-0.91158499,52.74005981,1
WTC,1,-0.91158499,52.7339933,-0.91158499,52.74005981,-0.90551848,52.7339933,-0.90551848,52.74005981,2
WTC,1,-0.90551848,52.7339933,-0.90551848,52.74005981,-0.89945197,52.7339933,-0.89945197,52.74005981,3
WTC,1,-0.89945197,52.7339933,-0.89945197,52.74005981,-0.89338546,52.7339933,-0.89338546,52.74005981,4
WTC,1,-0.89338546,52.7339933,-0.89338546,52.74005981,-0.88731895,52.7339933,-0.88731895,52.74005981,5
WTC,1,-0.88731895,52.7339933,-0.88731895,52.74005981,-0.88125244,52.7339933,-0.88125244,52.74005981,6
WTC,1,-0.88125244,52.7339933,-0.88125244,52.74005981,-0.87518593,52.7339933,-0.87518593,52.74005981,7
WTC,1,-0.87518593,52.7339933,-0.87518593,52.74005981,-0.86911942,52.7339933,-0.86911942,52.74005981,8
WTC,1,-0.86911942,52.7339933,-0.86911942,52.74005981,-0.86305291,52.7339933,-0.86305291,52.74005981,9
WTC,1,-0.86305291,52.7339933,-0.86305291,52.74005981,-0.8569863999999999,52.7339933,-0.8569863999999999,52.74005981,10
WTC,1,-0.9176515,52.74005981,-0.9176515,52.74612632,-0.91158499,52.74005981,-0.91158499,52.74612632,11
WTC,1,-0.91158499,52.74005981,-0.91158499,52.74612632,-0.90551848,52.74005981,-0.90551848,52.74612632,12
WTC,1,-0.90551848,52.74005981,-0.90551848,52.74612632,-0.89945197,52.74005981,-0.89945197,52.74612632,13
WTC,1,-0.89945197,52.74005981,-0.89945197,52.74612632,-0.89338546,52.74005981,-0.89338546,52.74612632,14
WTC,1,-0.89338546,52.74005981,-0.89338546,52.74612632,-0.88731895,52.74005981,-0.88731895,52.74612632,15
WTC,1,-0.88731895,52.74005981,-0.88731895,52.74612632,-0.88125244,52.74005981,-0.88125244,52.74612632,16
WTC,1,-0.88125244,52.74005981,-0.88125244,52.74612632,-0.87518593,52.74005981,-0.87518593,52.74612632,17
WTC,1,-0.87518593,52.74005981,-0.87518593,52.74612632,-0.86911942,52.74005981,-0.86911942,52.74612632,18
WTC,1,-0.86911942,52.74005981,-0.86911942,52.74612632,-0.86305291,52.74005981,-0.86305291,52.74612632,19
WTC,1,-0.86305291,52.74005981,-0.86305291,52.74612632,-0.8569863999999999,52.74005981,-0.8569863999999999,52.74612632,20
WTC,1,-0.9176515,52.74612632,-0.9176515,52.75219283,-0.91158499,52.74612632,-0.91158499,52.75219283,21
WTC,1,-0.91158499,52.74612632,-0.91158499,52.75219283,-0.90551848,52.74612632,-0.90551848,52.75219283,22
WTC,1,-0.90551848,52.74612632,-0.90551848,52.75219283,-0.89945197,52.74612632,-0.89945197,52.75219283,23
WTC,1,-0.89945197,52.74612632,-0.89945197,52.75219283,-0.89338546,52.74612632,-0.89338546,52.75219283,24
WTC,1,-0.89338546,52.74612632,-0.89338546,52.75219283,-0.88731895,52.74612632,-0.88731895,52.75219283,25
WTC,1,-0.88731895,52.74612632,-0.88731895,52.75219283,-0.88125244,52.74612632,-0.88125244,52.75219283,26
WTC,1,-0.88125244,52.74612632,-0.88125244,52.75219283,-0.87518593,52.74612632,-0.87518593,52.75219283,27
WTC,1,-0.87518593,52.74612632,-0.87518593,52.75219283,-0.86911942,52.74612632,-0.86911942,52.75219283,28
WTC,1,-0.86911942,52.74612632,-0.86911942,52.75219283,-0.86305291,52.74612632,-0.86305291,52.75219283,29
WTC,1,-0.86305291,52.74612632,-0.86305291,52.75219283,-0.8569863999999999,52.74612632,-0.8569863999999999,52.75219283,30
WTC,1,-0.9176515,52.75219283,-0.9176515,52.75825934,-0.91158499,52.75219283,-0.91158499,52.75825934,31
WTC,1,-0.91158499,52.75219283,-0.91158499,52.75825934,-0.90551848,52.75219283,-0.90551848,52.75825934,32
WTC,1,-0.90551848,52.75219283,-0.90551848,52.75825934,-0.89945197,52.75219283,-0.89945197,52.75825934,33
WTC,1,-0.89945197,52.75219283,-0.89945197,52.75825934,-0.89338546,52.75219283,-0.89338546,52.75825934,34
WTC,1,-0.89338546,52.75219283,-0.89338546,52.75825934,-0.88731895,52.75219283,-0.88731895,52.75825934,35
WTC,1,-0.88731895,52.75219283,-0.88731895,52.75825934,-0.88125244,52.75219283,-0.88125244,52.75825934,36
WTC,1,-0.88125244,52.75219283,-0.88125244,52.75825934,-0.87518593,52.75219283,-0.87518593,52.75825934,37
WTC,1,-0.87518593,52.75219283,-0.87518593,52.75825934,-0.86911942,52.75219283,-0.86911942,52.75825934,38
WTC,1,-0.86911942,52.75219283,-0.86911942,52.75825934,-0.86305291,52.75219283,-0.86305291,52.75825934,39
WTC,1,-0.86305291,52.75219283,-0.86305291,52.75825934,-0.8569863999999999,52.75219283,-0.8569863999999999,52.75825934,40
WTC,1,-0.9176515,52.75825934,-0.9176515,52.76432585,-0.91158499,52.75825934,-0.91158499,52.76432585,41
WTC,1,-0.91158499,52.75825934,-0.91158499,52.76432585,-0.90551848,52.75825934,-0.90551848,52.76432585,42
WTC,1,-0.90551848,52.75825934,-0.90551848,52.76432585,-0.89945197,52.75825934,-0.89945197,52.76432585,43
WTC,1,-0.89945197,52.75825934,-0.89945197,52.76432585,-0.89338546,52.75825934,-0.89338546,52.76432585,44
WTC,1,-0.89338546,52.75825934,-0.89338546,52.76432585,-0.88731895,52.75825934,-0.88731895,52.76432585,45
WTC,1,-0.88731895,52.75825934,-0.88731895,52.76432585,-0.88125244,52.75825934,-0.88125244,52.76432585,46
WTC,1,-0.88125244,52.75825934,-0.88125244,52.76432585,-0.87518593,52.75825934,-0.87518593,52.76432585,47
WTC,1,-0.87518593,52.75825934,-0.87518593,52.76432585,-0.86911942,52.75825934,-0.86911942,52.76432585,48
WTC,1,-0.86911942,52.75825934,-0.86911942,52.76432585,-0.86305291,52.75825934,-0.86305291,52.76432585,49
WTC,1,-0.86305291,52.75825934,-0.86305291,52.76432585,-0.8569863999999999,52.75825934,-0.8569863999999999,52.76432585,50
WTC,1,-0.9176515,52.76432585,-0.9176515,52.77039236,-0.91158499,52.76432585,-0.91158499,52.77039236,51
WTC,1,-0.91158499,52.76432585,-0.91158499,52.77039236,-0.90551848,52.76432585,-0.90551848,52.77039236,52
WTC,1,-0.90551848,52.76432585,-0.90551848,52.77039236,-0.89945197,52.76432585,-0.89945197,52.77039236,53
